Band	ANSP	Plate.number	Taxon_order	Taxon_family	Taxon	Season	Date	Age	Sex	Gel.band.haem	Gel.band.Leuco	Lineage.N..O.	Parasite.1	Parasite.2	Parasite.3	Parasite.4	Lineage.Name.1	Lineage.Name.2	Lineage.Name.3	Lineage.Name.4	Migration	Breeding	lineage.per.host	infxn	haempresence	plaspresence	leucopresence	mixedinfxn	
264173675	30808	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
258120234	30809	Rushton_6	Passeriformes	Turdidae	Catharus fuscescens	fall	3-Sep-15	HY	Female	positive		New	Plasmodium	Plasmodium			CATUST05	CATFUS25			3	0	2	1	0	1	0	1	
264173676	30810	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	U	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173677	30811	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173678	30813	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173679	30814	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173680	30815	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264172888	30816	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	AHY	Male												2	0	0	0	0	0	0	0	
264173681	30817	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	3-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173473	30818	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	AHY	Male	positive		New	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
258120261	30819	Rushton_6	Passeriformes	Turdidae	Catharus fuscescens	fall	16-Sep-15	HY	Female	positive	positive	Old	Leucocytozoon				CATMIN05				3	0	1	1	0	0	1	0	
264173512	30820	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173744	30821	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173664	30822	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173745	30823	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173748	30824	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173746	30825	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				BAEBIC04				2	0	1	1	0	1	0	0	
272044676	30826	Rushton_6	Passeriformes	Troglodytidae	Troglodytes aedon	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
235110226	30827	Rushton_6	Passeriformes	Parulidae	Oporornis agilis	fall	16-Sep-15	AHY	Male												3	0	0	0	0	0	0	0	
272044675	30828	Rushton_6	Passeriformes	Parulidae	Geothlypis trichas	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173524	30829	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
258120260	30830	Rushton_6	Passeriformes	Turdidae	Catharus fuscescens	fall	16-Sep-15	HY	Female	positive		New	Plasmodium	Plasmodium			CATFUS22	CATFUS23			3	0	2	1	0	1	0	1	
235110227	30831	Rushton_6	Passeriformes	Parulidae	Seiurus aurocapilla	fall	16-Sep-15	HY	Male	positive		Old	Haemoproteus				MAFUS02				3	0	1	1	1	0	0	0	
264173756	30832	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173676	30833	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	U	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
258120262	30834	Rushton_6	Passeriformes	Turdidae	Catharus fuscescens	fall	16-Sep-15	AHY	Male												3	0	0	0	0	0	0	0	
264173755	30835	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173757	30836	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173540	30837	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173758	30838	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		New	Haemoproteus				DUMCAR14				NA	NA	1	1	1	0	0	0	
272044677	30839	Rushton_6	Passeriformes	Parulidae	Geothlypis trichas	fall	16-Sep-15	HY	Male	positive		New	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173760	30840	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173714	30841	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173761	30842	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
258120263	30843	Rushton_6	Passeriformes	Turdidae	Catharus fuscescens	fall	16-Sep-15	HY	Female		positive	Old	Leucocytozoon				CATMIN05				3	0	1	1	0	0	1	0	
264173471	30844	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173642	30845	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173664	30846	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173767	30847	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173766	30848	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173768	30849	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173769	30850	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	16-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
235110228	30851	Rushton_6	Passeriformes	Cardinalidae	Passerina cyanea	fall	23-Sep-15	HY	Female	positive		New	Plasmodium				PASCYA01				3	0	1	1	0	1	0	0	
235110229	30852	Rushton_6	Passeriformes	Cardinalidae	Passerina cyanea	fall	23-Sep-15	HY	Male	positive		New	Plasmodium	Plasmodium			DUMCAR10	PADOM11			3	0	2	1	0	1	0	0	
258120280	30853	Rushton_6	Passeriformes	Turdidae	Catharus minimus	fall	23-Sep-15	HY	U		positive	Old	Leucocytozoon				CATMIN05				3	0	1	1	0	0	1	0	
264173879	30854	Rushton_6	Passeriformes	Turdidae	Hylocichla mustelina	fall	23-Sep-15	HY	Male	positive		Old	Plasmodium				SYAT05				3	0	1	1	0	1	0	0	
264173541	30855	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	U												2	0	0	0	0	0	0	0	
258120281	30856	Rushton_6	Passeriformes	Passerellidae	Zonotrichia albicollis		23-Sep-15	U	U	positive		Old	Haemoproteus				GYMSAL01				1	0	1	1	1	0	0	0	
264173880	30857	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173881	30858	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173870	30859	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
272044706	30860	Rushton_6	Passeriformes	Parulidae	Geothlypis trichas	fall	23-Sep-15	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
264173812	30861	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173883	30863	Rushton_6	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	U	positive		Old	Plasmodium				TUMIG03				2	0	1	1	0	1	0	0	
264173075	30868	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	23-Sep-15	HY	U	positive		Old	Plasmodium	Haemoproteus			PADOM11	SIAMEX01			NA	NA	2	1	1	1	0	1	
272044707	30869	Rushton_7	Passeriformes	Troglodytidae	Troglodytes aedon	fall	23-Sep-15	AHY	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	SIAMEX01			NA	NA	2	1	1	1	0	1	
264173869	30870	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	U	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173806	30871	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
264173886	30872	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Male												2	0	0	0	0	0	0	0	
264173730	30873	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
264173797	30874	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173570	30875	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
264173708	30876	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	23-Sep-15	HY	Female												2	0	0	0	0	0	0	0	
134293905	30877	Rushton_7	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	7 0ct 2015	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			BT7	DUMCAR01			3	0	2	1	0	1	1	1	
264173925	30878	Rushton_7	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	7 0ct 2015	HY	Male	positive		Old	Plasmodium				GEOTRI09				3	0	1	1	0	1	0	0	
271179004	30879	Rushton_7	Passeriformes	Turdidae	Catharus ustulatus	fall	7 0ct 2015	AHY	Female	positive	positive	Old	Plasmodium	Leucocytozoon			BT7	CATMIN05			3	0	2	1	0	1	1	1	
271179005	30880	Rushton_7	Passeriformes	Turdidae	Catharus guttatus	fall	7 0ct 2015	HY	Male												2	0	0	0	0	0	0	0	
264173926	30881	Rushton_7	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	7 0ct 2015	HY	Male	positive		Old	Plasmodium	Plasmodium			GEOTRI09	PADOM11			3	0	2	1	0	1	0	0	
264173927	30882	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	7 0ct 2015	AHY	Male	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			0	0	2	1	0	1	0	0	
264173928	30883	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	7 0ct 2015	HY	U	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
272044718	30884	Rushton_7	Passeriformes	Parulidae	Setophaga palmarum	fall	7 0ct 2015	AHY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
264173929	30885	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	7 0ct 2015	U	Male	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			0	0	2	1	0	1	0	1	
121317756	30886	Rushton_7	Passeriformes	Mimidae	Toxostoma rufum	fall	7 0ct 2015	HY	Male												1	0	0	0	0	0	0	0	
264173947	30887	Rushton_7	Passeriformes	Mimidae	Dumetella carolinensis	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium	Plasmodium			GEOTRI09	BT7			2	0	2	1	0	1	0	1	
271179126	30888	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			GEOTRI09	DUMCAR01			1	0	2	1	0	1	1	1	
267038520	30889	Rushton_7	Passeriformes	Regulidae	Regulus calendula	fall	21-Oct-15	HY	U												2	0	0	0	0	0	0	0	
271179128	30890	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	U	U	positive	positive	Old	Plasmodium	Plasmodium	Leucocytozoon		GEOTRI09	BT7	ZOLEU02		1	0	3	1	0	1	1	1	
271179129	30891	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	AHY	Male	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
271179130	30892	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon	Plasmodium		GEOTRI09	ZOLEU02	SEIAUR01		1	0	3	1	0	1	1	1	
271179132	30893	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	AHY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			PADOM11	DUMCAR01			1	0	2	1	0	1	1	1	
271179133	30894	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male		positive	Old	Leucocytozoon	Leucocytozoon			ZOLEU07	CB1			1	0	2	1	0	0	1	1	
271179131	30895	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	AHY	Male		positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179134	30896	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
271179135	30897	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male												1	0	0	0	0	0	0	0	
271179136	30898	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male	positive	positive	Old	Haemoproteus	Leucocytozoon	Leucocytozoon		SPIARB01	CB1	ZOLEU02		1	0	3	1	1	0	1	1	
271179140	30899	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	AHY	Female	positive		Old	Haemoproteus	Plasmodium			SIAMEX01	SEIAUR01			1	0	2	1	1	1	0	1	
272044777	30900	Rushton_7	Passeriformes	Passerellidae	Spizella pusilla	fall	21-Oct-15	AHY	U												1	0	0	0	0	0	0	0	
271179141	30901	Rushton_7	Passeriformes	Turdidae	Catharus guttatus	fall	21-Oct-15	HY	Male	positive	positive	Old	Haemoproteus	Leucocytozoon			GYMSAL01	HYLMUS02			2	0	2	1	1	0	1	1	
271179142	30902	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	U	positive		Old	Haemoproteus				GYMSAL01				1	0	1	1	1	0	0	0	
271179144	30903	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	HY	Female	positive	positive	Old	Plasmodium	Leucocytozoon			SEIAUR01	CB1			1	0	2	1	0	1	1	1	
271179057	30904	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	U	Male	positive		Old	Plasmodium	Plasmodium			SEIAUR01	PADOM11			1	0	2	1	0	1	0	1	
271179143	30905	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	AHY	Male	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			1	0	2	1	0	1	0	1	
271179145	30906	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	HY	Male												1	0	0	0	0	0	0	0	
271179146	30907	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	AHY	Male	positive	positive	New	Plasmodium	Plasmodium	Leucocytozoon	Leucocytozoon	GEOTRI09	BT7	DUMCAR01	ZONALB04	1	0	4	1	0	1	1	1	
134293913	30909	Rushton_7	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium				WW3				3	0	1	1	0	1	0	0	
272044778	30910	Rushton_7	Passeriformes	Parulidae	Setophaga palmarum	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
271179148	30911	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179147	30912	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
264173949	30913	Rushton_7	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	21-Oct-15	HY	Male		positive	New	Leucocytozoon	Leucocytozoon			PIPERY03	CB1			3	0	2	1	0	0	1	1	
271179149	30914	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Female		positive	New	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
134293914	30915	Rushton_7	Passeriformes	Corvidae	Cyanocitta cristata	fall	21-Oct-15	AHY	Female		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179151	30916	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			GEOTRI09	CB1			1	0	2	1	0	1	1	1	
271179150	30917	Rushton_7	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	21-Oct-15	AHY	Female	positive	positive	Old	Plasmodium	Leucocytozoon	Leucocytozoon	Leucocytozoon	GEOTRI09	TUMIG12	CB1	ZOLEU02	1	0	4	1	0	1	1	1	
267038522	30918	Rushton_7	Passeriformes	Regulidae	Regulus calendula	fall	21-Oct-15	HY	Male												2	0	0	0	0	0	0	0	
271179152	30919	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
267038524	30920	Rushton_7	Passeriformes	Regulidae	Regulus calendula	fall	21-Oct-15	HY	Male												2	0	0	0	0	0	0	0	
272044779	30921	Rushton_7	Passeriformes	Passerellidae	Spizella pusilla	fall	21-Oct-15	HY	Male	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
264173945	30922	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	21-Oct-15	U	Female	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			0	0	2	1	0	1	0	1	
264173950	30923	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	21-Oct-15	SY	Male		positive		Leucocytozoon	Leucocytozoon			HYLMUS02	CATMIN05			0	0	2	1	0	0	1	1	
271179154	30924	Rushton_7	Passeriformes	Turdidae	Catharus guttatus	fall	21-Oct-15	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon	Leucocytozoon		CATUST06	CATMIN05	HYLMUS02		2	0	3	1	0	1	1	1	
235110251	30925	Rushton_7	Passeriformes	Passerellidae	Melospiza georgiana	fall	21-Oct-15	HY	Male	positive	positive	New	Leucocytozoon	Plasmodium			HYLMUS02	CATUST06			2	0	2	1	0	1	1	1	
271179251	30927	Rushton_7	Passeriformes	Passerellidae	Melospiza melodia	fall	4-Nov-15	HY	Female	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
264172680	30928	Rushton_7	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	4-Nov-15	AHY	Female	positive		Old	Plasmodium				PADOM11				0	0	1	1	0	1	0	0	
271179037	30929	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
134293923	30930	Rushton_8	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	4-Nov-15	HY	Male	positive		New	Plasmodium	Plasmodium			CYACRI06	SEIAUR01			3	0	2	1	0	1	0	1	
271179253	30931	Rushton_8	Passeriformes	Turdidae	Catharus guttatus	fall	4-Nov-15	HY	Male												2	0	0	0	0	0	0	0	
271179254	30932	Rushton_8	Passeriformes	Passerellidae	Melospiza melodia	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
271179255	30933	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
235110261	30934	Rushton_8	Passeriformes	Passerellidae	Junco hyemalis	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
271179256	30935	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	SY	Male	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
271179257	30936	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	HY	Female	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
271179258	30937	Rushton_8	Passeriformes	Passerellidae	Melospiza melodia	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			1	0	2	1	0	1	0	1	
235110262	30938	Rushton_8	Passeriformes	Passerellidae	Melospiza georgiana	fall	4-Nov-15	HY	U	positive	positive	Old	Haemoproteus	Leucocytozoon			DUNNO01	CB1			2	0	2	1	1	0	1	1	
258120276	30939	Rushton_8	Passeriformes	Paridae	Baeolophus bicolor	fall	4-Nov-15	HY	Male	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
264173956	30940	Rushton_8	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	4-Nov-15	U	Male	positive		Old	Plasmodium	Haemoproteus			SEIAUR01	SIAMEX01			NA	NA	2	1	1	1	0	1	
264173957	30941	Rushton_8	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	4-Nov-15	HY	Female	positive		New	Plasmodium	Plasmodium	Haemoproteus		PADOM11	SEIARU01	SIAMEX01		0	0	3	1	1	1	0	1	
271179259	30942	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	ASY	U	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
275964713	30943	Rushton_8	Passeriformes	Passerellidae	Junco hyemalis	fall	4-Nov-15	U	Male	positive											NA	NA	0	0	0	0	0	0	
264173958	30944	Rushton_8	Passeriformes	Passerellidae	Passerella iliaca	fall	4-Nov-15	AHY	Male												1	0	0	0	0	0	0	0	
134293925	30945	Rushton_8	Passeriformes	Corvidae	Cyanocitta cristata	fall	4-Nov-15	HY	Male												1	0	0	0	0	0	0	0	
271179206	30946	Rushton_8	Passeriformes	Passerellidae	Melospiza melodia	fall	4-Nov-15	HY	Male												1	0	0	0	0	0	0	0	
271179260	30947	Rushton_8	Piciformes	Picidae	Picoides pubescens	fall	4-Nov-15	HY	Male												0	0	0	0	0	0	0	0	
271179261	30948	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	4-Nov-15	HY	Female												1	0	0	0	0	0	0	0	
258120274	30949	Rushton_8	Passeriformes	Paridae	Baeolophus bicolor	fall	4-Nov-15	HY	Female												0	0	0	0	0	0	0	0	
134293926	30950	Rushton_8	Passeriformes	Turdidae	Turdus migratorius	fall	4-Nov-15	HY	Female	positive		New	Plasmodium	Plasmodium			TUMIG03	TURMIG01			1	0	2	1	0	1	0	1	
271179262	30951	Rushton_8	Passeriformes	Paridae	Baeolophus bicolor	fall	4-Nov-15	AHY	Male	positive		Old	Plasmodium	Plasmodium			SEIAUR01	RWB01			NA	NA	2	1	0	1	0	1	
264173959	30952	Rushton_8	Passeriformes	Passerellidae	Passerella iliaca	fall	4-Nov-15	HY	Male	positive											NA	NA	0	0	0	0	0	0	
271179264	30953	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	14-Apr-16	AHY	Male	positive		Old	Plasmodium				TUMIG03				1	0	1	1	0	1	0	0	
134293927	30954	Rushton_8	Passeriformes	Turdidae	Turdus migratorius	spring	14-Apr-16	ASY	Male	positive		Old	Plasmodium				TUMIG03				1	0	1	1	0	1	0	0	
271179265	30955	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	14-Apr-16	SY	Male												1	0	0	0	0	0	0	0	
134293903	30956	Rushton_8	Passeriformes	Passerellidae	Pipilo erythrophthalmus	spring	14-Apr-16	HY	Male	positive		Old	Haemoproteus	Leucocytozoon			SIAMEX01	ZOLEU02			3	0	2	1	1	0	1	1	
271179266	30957	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	14-Apr-16	AHY	Male	positive		New	Haemoproteus	Leucocytozoon			TABI02	ZOLEU02			1	0	2	1	1	0	1	1	
264173950	30958	Rushton_8	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	14-Apr-16	SY	Male	positive		Old	Haemoproteus	Plasmodium			SIAMEX01	PADOM11			0	0	2	1	1	1	0	1	
264173968	31355	Rushton_8	Piciformes	Picidae	Leuconotopicus villosus	spring	23-Apr-16	ASY	Female	positive											NA	NA	0	0	0	0	0	0	
235110263	31356	Rushton_8	Passeriformes	Passerellidae	Melospiza georgiana	spring	23-Apr-16	SY	Female	positive		New	Plasmodium	Leucocytozoon			PADOM11	MELGEO04			NA	NA	2	1	0	1	1	1	
275064718	31357	Rushton_8	Passeriformes	Paridae	Poecile carolinensis	spring	23-Apr-16	ASY	Male												0	0	0	0	0	0	0	0	
275064719	31358	Rushton_8	Passeriformes	Parulidae	Geothlypis trichas	spring	26-Apr-16	SY	Male	positive											NA	NA	0	0	0	0	0	0	
264173969	31359	Rushton_8	Passeriformes	Mimidae	Dumetella carolinensis	spring	26-Apr-16	SY	Male												2	0	0	0	0	0	0	0	
271179296	31360	Rushton_8	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	26-Apr-16	ASY	Male		positive	Old	Leucocytozoon	Leucocytozoon			ZOLEU02	CNEORN01			1	0	2	1	0	0	1	1	
134293931	31361	Rushton_8	Passeriformes	Passerellidae	Pipilo erythrophthalmus	spring	26-Apr-16	SY	Female												3	0	0	0	0	0	0	0	
275064720	31362	Rushton_8	Passeriformes	Parulidae	Setophaga coronata	spring	26-Apr-16	SY	Male	positive											NA	NA	0	0	0	0	0	0	
