Band	ANSP	Plate.number	Taxon_order	Taxon_family	Taxon	Season	Date	Age	Sex	Gel.band.haem	Gel.band.Leuco	Lineage.N..O.	Parasite.1	Parasite.2	Parasite.3	Parasite.4	Lineage.Name.1	Lineage.Name.2	Lineage.Name.3	Lineage.Name.4	Migration	Breeding	lineage.per.host	infxn	haempresence	plaspresence	leucopresence	mixedinfxn	
264173092	32141	Rushton_12	Passeriformes	Mimidae	Dumetella carolinensis	summer	12-Jul-16	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157315	32142	Rushton_12	Passeriformes	Turdidae	Hylocichla mustelina	summer	12-Jul-16	HY	Female		positive	Old	Leucocytozoon				CATMIN01				3	1	1	1	0	0	1	0	
244110633	32143	Rushton_12	Passeriformes	Turdidae	Catharus fuscescens	summer	12-Jul-16	SY	Male												3	1	0	0	0	0	0	0	
264173026	32144	Rushton_12	Passeriformes	Mimidae	Dumetella carolinensis	summer	12-Jul-16	ASY	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	1	2	1	1	1	0	1	
235110017	32145	Rushton_12	Passeriformes	Parulidae	Helmitheros vermivorum	summer	12-Jul-16	SY	Male												3	1	0	0	0	0	0	0	
255102561	32146	Rushton_12	Passeriformes	Turdidae	Catharus fuscescens	summer	12-Jul-16	ASY	Male	positive		Old	Plasmodium				TUMIG03				3	1	1	1	0	1	0	0	
265157316	32147	Rushton_12	Passeriformes	Turdidae	Hylocichla mustelina	summer	12-Jul-16	HY	Male	positive		Old	Plasmodium	Leucocytozoon			MELMEL07	CATUST12			3	1	2	1	0	1	1	1	
265157317	32148	Rushton_12	Passeriformes	Turdidae	Hylocichla mustelina	summer	12-Jul-16	HY	Female		positive	Old	Leucocytozoon				CATMIN01				3	1	1	1	0	0	1	0	
265157318	32149	Rushton_12	Passeriformes	Turdidae	Hylocichla mustelina	summer	12-Jul-16	HY	Female												3	1	0	0	0	0	0	0	
265157319	32150	Rushton_12	Passeriformes	Mimidae	Dumetella carolinensis	summer	12-Jul-16	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
60358988	32151	Rushton_12	Passeriformes	Corvidae	Cyanocitta cristata	summer	12-Jul-16	SY	U	positive	positive	New	Haemoproteus	Haemoproteus	Leucocytozoon		CYACRI01	CYACRI02	CYACRI05		1	1	3	1	1	0	1	1	
134293823	32152	Rushton_12	Passeriformes	Turdidae	Turdus migratorius	summer	12-Jul-16	HY	Male	positive		Old	Plasmodium				LINN1				1	1	1	1	0	1	0	0	
264173038	32153	Rushton_12	Passeriformes	Mimidae	Dumetella carolinensis	summer	12-Jul-16	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157320	32154	Rushton_12	Passeriformes	Turdidae	Hylocichla mustelina	summer	12-Jul-16	HY	Male	positive		Old	Plasmodium				TUMIG03				3	1	1	1	0	1	0	0	
244110634	32155	Rushton_12	Piciformes	Picidae	Picoides pubescens	summer	12-Jul-16	HY	Male												0	1	0	0	0	0	0	0	
60358989	32156	Rushton_12	Piciformes	Picidae	Colaptes auratus	summer	12-Jul-16	HY	Female	positive		Old	Haemoproteus				MAFUS02				1	1	1	1	1	0	0	0	
266057154	32157	Rushton_12	Passeriformes	Paridae	Poecile carolinensis	summer	12-Jul-16	SY	Male												0	1	0	0	0	0	0	0	
265157321	32158	Rushton_12	Passeriformes	Cardinalidae	Cardinalis cardinalis	summer	12-Jul-16	HY	Female	positive	positive	Old	Plasmodium	Leucocytozoon	Haemoproteus		SEIAUR01	CARCAR05	SIAMEX01		0	1	3	1	1	1	1	1	
264173083	32159	Rushton_12	Passeriformes	Cardinalidae	Cardinalis cardinalis	summer	12-Jul-16	AHY	Male	positive	positive	Old	Leucocytozoon	Leucocytozoon			CARCAR05	DUMCAR01			0	1	2	1	0	0	1	1	
265157322	32160	Rushton_12	Passeriformes	Mimidae	Dumetella carolinensis	summer	12-Jul-16	SY	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	1	2	1	1	1	0	1	
134293824	32161	Rushton_11	Passeriformes	Turdidae	Turdus migratorius	summer	12-Jul-16	SY	Female	positive		Old	Haemoproteus				MAFUS02				NA	NA	1	1	1	0	0	0	
60358990	32162	Rushton_13	Piciformes	Picidae	Colaptes auratus	summer	12-Jul-16	HY	Male												1	1	0	0	0	0	0	0	
265157323	32163	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	HY	Male												3	1	0	0	0	0	0	0	
265157324	32164	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	19-Jul-16	HY	Male												2	1	0	0	0	0	0	0	
265157325	32165	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	19-Jul-16	SY	Female												2	1	0	0	0	0	0	0	
265157326	32166	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	HY	Male	positive		Old	Plasmodium				SEIAUR01				3	1	1	1	0	1	0	0	
265157327	32167	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	ASY	Male	positive		Old	Plasmodium				TUMIG03				3	1	1	1	0	1	0	0	
244110635	32168	Rushton_13	Passeriformes	Turdidae	Catharus fuscescens	summer	19-Jul-16	ASY	Male		positive	New	Leucocytozoon				CATFUS21				3	1	1	1	0	0	1	0	
265157328	32169	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	HY	Male												3	1	0	0	0	0	0	0	
264173015	32170	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	ASY	Female		positive	Old	Leucocytozoon				CATMIN01				3	1	1	1	0	0	1	0	
235110018	32171	Rushton_13	Passeriformes	Parulidae	Seiurus aurocapilla	summer	19-Jul-16	HY	Female												3	1	0	0	0	0	0	0	
265157329	32172	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	SY	Female												3	1	0	0	0	0	0	0	
256185888	32173	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	SY	Male	positive		Old	Plasmodium				TUMIG03				3	1	1	1	0	1	0	0	
265157331	32174	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	HY	Female	positive		Old	Plasmodium				SEIAUR01				3	1	1	1	0	1	0	0	
265157332	32175	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	19-Jul-16	SY	Male												2	1	0	0	0	0	0	0	
264172999	32176	Rushton_13	Passeriformes	Cardinalidae	Cardinalis cardinalis	summer	19-Jul-16	SY	Male		positive	Old	Leucocytozoon				DUMCAR01				0	1	1	1	0	0	1	0	
264173058	32177	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	19-Jul-16	U	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
266057155	32178	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	summer	19-Jul-16	HY	Female	positive		Old	Haemoproteus				SIAMEX01				2	1	1	1	1	0	0	0	
265157014	32179	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	19-Jul-16	SY	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157333	32180	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	19-Jul-16	SY	Female												3	1	0	0	0	0	0	0	
60358991	32181	Rushton_13	Piciformes	Picidae	Colaptes auratus	summer	19-Jul-16	TY	Female												1	1	0	0	0	0	0	0	
265157334	32182	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	HY	Female												3	1	0	0	0	0	0	0	
265157335	32183	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	HY	Male												3	1	0	0	0	0	0	0	
256185797	32184	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157336	32185	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	HY	Male		positive	Old	Leucocytozoon				CATUST09				3	1	1	1	0	0	1	0	
264173078	32186	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	U	Female	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
256185452	32187	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157337	32188	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
244110636	32189	Rushton_13	Piciformes	Picidae	Picoides pubescens	summer	27-Jul-16	HY	Female	positive		Old	Haemoproteus				MAFUS02				0	1	1	1	1	0	0	0	
256185041	32190	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Male												2	1	0	0	0	0	0	0	
265157338	32191	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	AHY	Female												3	1	0	0	0	0	0	0	
264173988	32192	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	SY	Male												3	1	0	0	0	0	0	0	
265157339	32193	Rushton_13	Passeriformes	Turdidae	Hylocichla mustelina	summer	27-Jul-16	HY	Male												3	1	0	0	0	0	0	0	
241168360	32194	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Female	positive		Old	Plasmodium	Haemoproteus			TUMIG03	MAFUS02			2	1	2	1	1	1	0	1	
255102538	32195	Rushton_13	Passeriformes	Turdidae	Catharus fuscescens	summer	27-Jul-16	ASY	Female		positive	Old	Leucocytozoon				CATMIN05				3	1	1	1	0	0	1	0	
256185910	32196	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Male	positive		Old	Plasmodium				PADOM11				2	1	1	1	0	1	0	0	
244110637	32197	Rushton_13	Passeriformes	Turdidae	Catharus fuscescens	summer	27-Jul-16	HY	Male												3	1	0	0	0	0	0	0	
265157340	32198	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	HY	Female	positive		Old	Haemoproteus				MAFUS02				NA	NA	1	1	1	0	0	0	
264173092	32199	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	ASY	Female	positive		Old	Haemoproteus				MAFUS02				NA	NA	1	1	1	0	0	0	
264173736	32200	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	1	1	1	1	0	0	0	
265157041	32201	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	summer	27-Jul-16	SY	Male												2	1	0	0	0	0	0	0	
235110019	32202	Rushton_13	Passeriformes	Parulidae	Helmitheros vermivorum	summer	27-Jul-16	AHY	Male												3	1	0	0	0	0	0	0	
134293825	32203	Rushton_13	Passeriformes	Turdidae	Turdus migratorius	summer	27-Jul-16	SY	Male	positive		Old	Plasmodium				TUMIG03				1	1	1	1	0	1	0	0	
265157087	32204	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157054	32205	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male	positive		Old	Plasmodium				TUMIG03				2	0	1	1	0	1	0	0	
265157089	32206	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157088	32207	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Female		positive										NA	NA	0	0	0	0	0	0	
265157082	32208	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157074	32209	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157090	32210	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
275064788	32211	Rushton_13	Passeriformes	Parulidae	Setophaga caerulescens	fall	7-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157092	32212	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157091	32213	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
271179354	32214	Rushton_13	Passeriformes	Turdidae	Catharus ustulatus	fall	7-Sep-16	HY	Female	positive	positive	Old	Plasmodium	Leucocytozoon	Leucocytozoon 	Leucocytozoon	BT7	CATMIN02	CATMIN01	CATMIN05	3	0	4	1	0	1	1	1	
275064789	32215	Rushton_13	Passeriformes	Troglodytidae	Troglodytes aedon	fall	7-Sep-16	HY	Male	positive		Old	Plasmodium	Plasmodium			RWB01	BT7			2	0	2	1	0	1	0	1	
275064790	32216	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	fall	7-Sep-16	AHY	Female												2	0	0	0	0	0	0	0	
265157094	32217	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157093	32218	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	AHY	Female												2	0	0	0	0	0	0	0	
265157095	32255	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	U												2	0	0	0	0	0	0	0	
275064791	32256	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	fall	7-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157302	32257	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	AHY	Female												2	0	0	0	0	0	0	0	
265157097	32258	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157098	32259	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
275064792	32260	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	fall	7-Sep-16	ASY	Male												2	0	0	0	0	0	0	0	
271179355	32261	Rushton_13	Passeriformes	Troglodytidae	Thryothorus ludovicianus	fall	7-Sep-16	HY	Female												0	0	0	0	0	0	0	0	
265157066	32262	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	U												2	0	0	0	0	0	0	0	
272044705	32263	Rushton_13	Passeriformes	Paridae	Poecile carolinensis	fall	7-Sep-16	HY	Male	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
267038560	32264	Rushton_13	Passeriformes	Parulidae	Setophaga ruticilla	fall	7-Sep-16	U	U												3	0	0	0	0	0	0	0	
275064793	32265	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	fall	7-Sep-16	AHY	U												2	0	0	0	0	0	0	0	
271179356	32266	Rushton_13	Passeriformes	Paridae	Baeolophus bicolor	fall	7-Sep-16	HY	Female	positive		Old	Plasmodium				SEIAUR01				0	0	1	1	0	1	0	0	
265157049	32267	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	U												2	0	0	0	0	0	0	0	
265157099	32268	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	7-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
259155701	32269	Rushton_13	Passeriformes	Cardinalidae	Passerina cyanea	fall	7-Sep-16	HY	Male	positive		Old	Plasmodium	Plasmodium			SEIAUR01	PADOM11			3	0	2	1	0	1	0	1	
266057151	32270	Rushton_13	Passeriformes	Vireonidae	Vireo griseus	fall	7-Sep-16	SY	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	0	2	1	1	1	0	1	
275064794	32271	Rushton_13	Passeriformes	Parulidae	Mniotilta varia	fall	7-Sep-16	HY	Female												3	0	0	0	0	0	0	0	
275064808	32272	Rushton_13	Passeriformes	Parulidae	Geothlypis trichas	fall	13-Sep-16	HY	U		positive	New	Leucocytozoon	Leucocytozoon			CB1	CATUST09			2	0	2	1	0	0	1	1	
275064807	32273	Rushton_13	Passeriformes	Parulidae	Cardellina canadensis	fall	13-Sep-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				3	0	1	1	0	1	0	0	
265157122	32274	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157127	32275	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157123	32276	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157052	32277	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157124	32278	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male	positive		New	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	0	2	1	1	1	0	1	
265157125	32279	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	AHY	Male												2	0	0	0	0	0	0	0	
271179364	32280	Rushton_13	Passeriformes	Turdidae	Catharus ustulatus	fall	13-Sep-16	HY	Male		positive	Old	Leucocytozoon	Leucocytozoon	Leucocytozoon 		CATMIN05	CATUST09	PHYBOR02		3	0	3	1	0	0	1	1	
265157126	32281	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female	positive		Old	Plasmodium				TUMIG03				2	0	1	1	0	1	0	0	
265157128	32282	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	U	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157129	32283	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
271179365	32284	Rushton_13	Passeriformes	Passerellidae	Melospiza melodia	fall	13-Sep-16	HY	U	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
271179366	32285	Rushton_13	Passeriformes	Passerellidae	Melospiza melodia	fall	13-Sep-16	HY	U	positive		Old	Plasmodium	Plasmodium			PADOM11	SEIAUR01			1	0	2	1	0	1	0	1	
265157130	32286	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157132	32287	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	U	Male	positive		Old	Plasmodium				TUMIG03				2	0	1	1	0	1	0	0	
265157133	32288	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	0	2	1	1	1	0	1	
265157136	32289	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	U												2	0	0	0	0	0	0	0	
265157138	32290	Rushton_13	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
267038562	32291	Rushton_14	Passeriformes	Parulidae	Setophaga ruticilla	fall	13-Sep-16	U	Male												3	0	0	0	0	0	0	0	
265157134	32292	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157135	32293	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male		positive	Old	Leucocytozoon				DUMCAR01				2	0	1	1	0	0	1	0	
265157137	32294	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
264173539	32295	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157065	32296	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
267038563	32297	Rushton_14	Passeriformes	Parulidae	Setophaga ruticilla	fall	13-Sep-16	AHY	Female		positive	Old	Leucocytozoon	Leucocytozoon			CNEORN01	CB1			3	0	2	1	0	0	1	1	
271179367	32298	Rushton_14	Passeriformes	Paridae	Baeolophus bicolor	fall	13-Sep-16	AHY	Female												0	0	0	0	0	0	0	0	
265157139	32299	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	U												2	0	0	0	0	0	0	0	
271179368	32300	Rushton_14	Passeriformes	Turdidae	Catharus fuscescens	fall	13-Sep-16	AHY	Male												3	0	0	0	0	0	0	0	
191034802	32301	Rushton_14	Passeriformes	Parulidae	Geothlypis trichas	fall	13-Sep-16	AHY	Male												2	0	0	0	0	0	0	0	
265157066	32302	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	U	positive		Old	Plasmodium	Haemoproteus			SEIAUR01	MAFUS02			2	0	2	1	1	1	0	1	
265157140	32303	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157141	32304	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157142	32305	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
270030493	32306	Rushton_14	Passeriformes	Parulidae	Geothlypis trichas	fall	13-Sep-16	ASY	Male												2	0	0	0	0	0	0	0	
265157046	32307	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	SY	Female												2	0	0	0	0	0	0	0	
265157059	32308	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	AHY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157143	32309	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
267038564	32310	Rushton_14	Passeriformes	Tyrannidae	Empidonax sp	fall	13-Sep-16	U	U												1	0	0	0	0	0	0	0	
265157144	32311	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157145	32312	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
275064809	32313	Rushton_14	Passeriformes	Paridae	Poecile carolinensis	fall	13-Sep-16	HY	Male												0	0	0	0	0	0	0	0	
265157146	32314	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	13-Sep-16	HY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265157009	32315	Rushton_14	Passeriformes	Turdidae	Hylocichla mustelina	fall	20-Sep-16	HY	Female		positive	Old	Leucocytozoon				CATMIN01				3	0	1	1	0	0	1	0	
121317761	32316	Rushton_14	Passeriformes	Mimidae	Toxostoma rufum	fall	20-Sep-16	HY	Male												1	0	0	0	0	0	0	0	
265157193	32317	Rushton_14	Passeriformes	Turdidae	Hylocichla mustelina	fall	20-Sep-16	AHY	Female												3	0	0	0	0	0	0	0	
265157195	32318	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
271179375	32319	Rushton_14	Passeriformes	Passerellidae	Melospiza melodia	fall	20-Sep-16	HY	Male	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
265157194	32320	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	AHY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157131	32321	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157120	32322	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			TUMIG03	CATMIN01			2	0	2	1	0	1	1	1	
265157196	32323	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157127	32324	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
265157078	32325	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male												2	0	0	0	0	0	0	0	
265157198	32326	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157197	32327	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157200	32328	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	AHY	Male												2	0	0	0	0	0	0	0	
265157080	32329	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	U	Male												2	0	0	0	0	0	0	0	
275064798	32330	Rushton_14	Passeriformes	Parulidae	Geothlypis trichas	fall	20-Sep-16	AHY	Female	positive		Old	Haemoproteus				SIAMEX01				2	0	1	1	1	0	0	0	
258119940	32331	Rushton_14	Passeriformes	Passerellidae	Melospiza melodia	fall	20-Sep-16	AHY	U	positive		Old	Plasmodium				WW3				1	0	1	1	0	1	0	0	
265157098	32332	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265157095	32333	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	U												2	0	0	0	0	0	0	0	
265157070	32334	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
85295916	32335	Rushton_14	Passeriformes	Passerellidae	Pipilo erythrophthalmus	fall	20-Sep-16	ASY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			SETCOR03	DUMCAR01			3	0	2	1	0	1	1	1	
271179379	32336	Rushton_14	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	20-Sep-16	AHY	Male	positive		Old	Plasmodium				SEIAUR01				0	0	1	1	0	1	0	0	
265157199	32337	Rushton_14	Passeriformes	Mimidae	Dumetella carolinensis	fall	20-Sep-16	HY	Female												2	0	0	0	0	0	0	0	
259155711	32338	Rushton_14	Passeriformes	Cardinalidae	Passerina cyanea	fall	20-Sep-16	HY	Female												3	0	0	0	0	0	0	0	
134293951	32339	Rushton_14	Passeriformes	Turdidae	Turdus migratorius	fall	20-Sep-16	AHY	Female	positive		Old	Plasmodium				SYAT05				1	0	1	1	0	1	0	0	
